# Run ID, Channel, Hs, Ts,Hmax, Tmax, Hmean, Tmean, Hrms, m0, Hm0, Tp, Tm01, Tm02, Tm_10
run8,Channel 4,0.12527652123136485,1.6950413223140475,0.18081043638324867,1.75,0.07868528518808926,1.409641873278237,0.0888912285948204,0.000883116008840199,0.11886907142500602,1.8882352941176472,1.2918533523534435,1.0885821819036146,1.902270843424938
run8,Channel 5,0.09782978974712209,1.655701754385967,0.13932462680423044,1.5500000000000114,0.07035138876639496,1.5042521994134899,0.0755158210706908,0.000532020604682995,0.09226228739267155,1.8882352941176472,1.1289021571136582,0.9267812341012015,1.9900468919281906
run8,Channel 6,0.04342964353278251,1.9522935779816497,0.07545124357004904,5.0,0.030958483081639704,1.573700305810398,0.033565208922897015,0.00014101384798470874,0.04749970071227123,10.700000000000001,1.4077269949045441,0.9872900138256562,3.9363891157245265
run9,Channel 1,0.10496056458286272,1.0898809523809532,0.17128121192323867,1.0999999999999943,0.06637655350823901,1.019246031746032,0.07444683022092896,0.0006944112648655067,0.10540673715587684,1.1464285714285714,1.0078353412499073,0.9575799997793002,1.1139243502986291
run9,Channel 2,0.10004234229239836,1.0908536585365853,0.18327204724711577,1.0999999999999943,0.06232532717404626,1.045112016293279,0.07074534142656963,0.0006242628321456356,0.09994100917206195,1.1464285714285714,1.0316894744917477,0.9742221946779961,1.1655273980085437
run9,Channel 3,0.09786656438854686,1.0984276729559768,0.16359314080749593,1.0499999999999545,0.06077127362115977,1.0755230125523012,0.06881529690454213,0.0005728669910257531,0.09573855992447375,1.1464285714285714,1.033945276622179,0.973306934607123,1.1982436583327183
run9,Channel 4,0.09279546357798059,1.1232954545454545,0.15018536568481153,1.25,0.05582176556554995,0.9714962121212122,0.06451800119367158,0.0005371688863065586,0.09270761662832745,1.1464285714285714,1.0267263581903725,0.9365680587156524,1.3139572279499159
run9,Channel 5,0.08200465511902877,1.155228758169935,0.1061399368831263,1.1000000000000014,0.05861798680907979,1.1213973799126635,0.06250860680832487,0.0004160363184329533,0.08158787345511129,1.1888888888888889,0.9479315621693201,0.8225645335812009,1.4983492346401195
run9,Channel 6,0.04080975186993101,1.216013071895423,0.05627399903587908,1.4000000000000057,0.03154930206161795,1.122489082969432,0.032916237782976025,0.00011928690703758344,0.043687418241426614,1.4590909090909092,0.9377878488394015,0.7428803013584916,2.3557764816970694
run10,Channel 1,0.12221166563744948,1.9841836734693896,0.1897497865567833,1.900000000000034,0.07725998657182966,1.7347457627118645,0.08642898029805883,0.0009368914117368388,0.12243472786668586,2.1333333333333333,1.7110050965345078,1.5437619005553593,1.9600258957286452
